gene,inMod
ENSDARG00000101118,0
ENSDARG00000091457,0
ENSDARG00000060349,0
ENSDARG00000041226,0
ENSDARG00000075817,0
ENSDARG00000075016,0
ENSDARG00000078825,0
ENSDARG00000057352,0
ENSDARG00000059923,0
ENSDARG00000095767,0
ENSDARG00000031200,0
ENSDARG00000024746,0
ENSDARG00000041248,0
ENSDARG00000041239,0
ENSDARG00000052408,0
ENSDARG00000041232,0
ENSDARG00000003041,0
ENSDARG00000038432,0
ENSDARG00000105346,0
ENSDARG00000090237,0
ENSDARG00000089966,0
ENSDARG00000086522,0
ENSDARG00000098059,0
ENSDARG00000100209,0
ENSDARG00000099022,0
ENSDARG00000101626,0
ENSDARG00000078095,0
ENSDARG00000008218,0
ENSDARG00000093659,0
ENSDARG00000079396,0
ENSDARG00000027978,0
ENSDARG00000099720,0
ENSDARG00000102965,0
ENSDARG00000068916,0
ENSDARG00000068912,0
ENSDARG00000096258,0
ENSDARG00000091326,0
ENSDARG00000046022,0
ENSDARG00000101239,0
ENSDARG00000100198,0
ENSDARG00000104128,0
ENSDARG00000084999,0
ENSDARG00000046024,0
ENSDARG00000098478,0
ENSDARG00000087624,0
ENSDARG00000098562,0
ENSDARG00000030129,0
ENSDARG00000035697,0
ENSDARG00000089233,0
ENSDARG00000079790,0
ENSDARG00000078817,0
ENSDARG00000074638,0
ENSDARG00000059236,0
ENSDARG00000059234,0
ENSDARG00000059227,0
ENSDARG00000091253,0
ENSDARG00000058558,0
ENSDARG00000058563,0
ENSDARG00000058570,0
ENSDARG00000089837,0
ENSDARG00000021086,0
ENSDARG00000021483,0
ENSDARG00000042072,0
ENSDARG00000098625,0
ENSDARG00000091948,0
ENSDARG00000005500,0
ENSDARG00000041515,0
ENSDARG00000062823,0
ENSDARG00000038518,0
ENSDARG00000058658,0
ENSDARG00000091618,0
ENSDARG00000090607,0
ENSDARG00000076419,0
ENSDARG00000095437,0
ENSDARG00000062707,0
ENSDARG00000079123,0
ENSDARG00000003695,0
ENSDARG00000043550,0
ENSDARG00000003749,0
ENSDARG00000058454,0
ENSDARG00000058451,0
ENSDARG00000038881,0
ENSDARG00000043554,0
ENSDARG00000092360,0
ENSDARG00000043559,0
ENSDARG00000074720,0
ENSDARG00000031495,0
ENSDARG00000076632,0
ENSDARG00000010572,0
ENSDARG00000062753,0
ENSDARG00000102566,0
ENSDARG00000101753,0
ENSDARG00000008983,0
ENSDARG00000060081,0
ENSDARG00000031222,0
ENSDARG00000067524,0
ENSDARG00000020986,0
ENSDARG00000060766,0
ENSDARG00000058419,0
ENSDARG00000058425,0
ENSDARG00000074761,0
ENSDARG00000088825,0
ENSDARG00000098201,0
ENSDARG00000086345,0
ENSDARG00000053424,0
ENSDARG00000011122,0
ENSDARG00000075632,0
ENSDARG00000059028,0
ENSDARG00000079745,0
ENSDARG00000062612,0
ENSDARG00000013843,0
ENSDARG00000017140,0
ENSDARG00000043716,0
ENSDARG00000043720,0
ENSDARG00000010051,0
ENSDARG00000059212,0
ENSDARG00000030981,0
ENSDARG00000094516,0
ENSDARG00000010408,0
ENSDARG00000069674,0
ENSDARG00000021996,0
ENSDARG00000025468,0
ENSDARG00000038974,0
ENSDARG00000013685,0
ENSDARG00000001968,0
ENSDARG00000043697,0
ENSDARG00000069627,0
ENSDARG00000007125,0
ENSDARG00000022974,0
ENSDARG00000008329,0
ENSDARG00000043701,0
ENSDARG00000091859,0
ENSDARG00000034836,0
ENSDARG00000063354,0
ENSDARG00000012534,0
ENSDARG00000087187,0
ENSDARG00000063292,0
ENSDARG00000076943,0
ENSDARG00000008384,0
ENSDARG00000003867,0
ENSDARG00000012519,0
ENSDARG00000025949,0
ENSDARG00000014218,0
ENSDARG00000100402,0
ENSDARG00000098903,1
ENSDARG00000104899,0
ENSDARG00000101206,0
ENSDARG00000101996,0
ENSDARG00000101205,0
ENSDARG00000098299,0
ENSDARG00000012449,0
ENSDARG00000074876,1
ENSDARG00000032990,0
ENSDARG00000005916,0
ENSDARG00000005772,0
ENSDARG00000032072,0
ENSDARG00000015337,0
ENSDARG00000043666,0
ENSDARG00000017742,0
ENSDARG00000076303,0
ENSDARG00000029479,0
ENSDARG00000019339,0
ENSDARG00000078066,0
ENSDARG00000059006,0
ENSDARG00000059001,0
ENSDARG00000093019,0
ENSDARG00000058990,0
ENSDARG00000044972,0
ENSDARG00000043646,0
ENSDARG00000007172,0
ENSDARG00000063069,0
ENSDARG00000074746,0
ENSDARG00000100020,0
ENSDARG00000026988,0
ENSDARG00000068100,0
ENSDARG00000058470,0
ENSDARG00000074238,0
ENSDARG00000031046,0
ENSDARG00000043624,0
ENSDARG00000016181,0
ENSDARG00000043631,0
ENSDARG00000073738,0
ENSDARG00000033832,0
ENSDARG00000038225,0
ENSDARG00000078221,0
ENSDARG00000074168,0
ENSDARG00000008433,0
ENSDARG00000006508,0
ENSDARG00000023443,0
ENSDARG00000036156,0
ENSDARG00000007444,0
ENSDARG00000029439,0
ENSDARG00000063005,0
ENSDARG00000043593,0
ENSDARG00000009681,0
ENSDARG00000058865,0
ENSDARG00000069484,0
ENSDARG00000078050,0
ENSDARG00000069482,0
ENSDARG00000093851,0
ENSDARG00000043571,0
ENSDARG00000058716,0
ENSDARG00000058666,0
ENSDARG00000058280,0
ENSDARG00000031261,0
ENSDARG00000028507,0
ENSDARG00000057826,0
ENSDARG00000023546,0
ENSDARG00000043502,0
ENSDARG00000028098,0
ENSDARG00000093180,0
ENSDARG00000054373,0
ENSDARG00000093521,0
ENSDARG00000058100,0
ENSDARG00000075974,0
ENSDARG00000078567,0
ENSDARG00000079962,0
ENSDARG00000058053,0
ENSDARG00000097858,0
ENSDARG00000043474,0
ENSDARG00000029783,0
ENSDARG00000094088,0
ENSDARG00000062487,0
ENSDARG00000058032,0
ENSDARG00000026845,0
ENSDARG00000043467,0
ENSDARG00000012247,0
ENSDARG00000062472,0
ENSDARG00000062449,0
ENSDARG00000039456,0
ENSDARG00000039458,0
ENSDARG00000039459,0
ENSDARG00000058000,0
ENSDARG00000002295,0
ENSDARG00000062297,0
ENSDARG00000013841,0
ENSDARG00000020131,0
ENSDARG00000016981,0
ENSDARG00000043403,0
ENSDARG00000043402,0
ENSDARG00000018953,0
ENSDARG00000057648,0
ENSDARG00000021115,0
ENSDARG00000068050,0
ENSDARG00000045639,0
ENSDARG00000039412,0
ENSDARG00000022418,0
ENSDARG00000057610,0
ENSDARG00000040635,0
ENSDARG00000074126,0
ENSDARG00000078216,0
ENSDARG00000076290,0
ENSDARG00000079308,0
ENSDARG00000092337,0
ENSDARG00000069298,0
ENSDARG00000054400,0
ENSDARG00000094752,0
ENSDARG00000054420,0
ENSDARG00000018165,0
ENSDARG00000086699,0
ENSDARG00000069286,0
ENSDARG00000069283,0
ENSDARG00000069279,0
ENSDARG00000032761,0
ENSDARG00000019130,0
ENSDARG00000021288,0
ENSDARG00000079823,0
ENSDARG00000094892,0
ENSDARG00000015070,0
ENSDARG00000005057,0
ENSDARG00000042151,0
ENSDARG00000075915,0
ENSDARG00000043332,0
ENSDARG00000078502,0
ENSDARG00000092746,0
ENSDARG00000057433,0
ENSDARG00000057419,0
ENSDARG00000042145,0
ENSDARG00000042139,0
ENSDARG00000030155,0
ENSDARG00000042112,0
ENSDARG00000057368,0
ENSDARG00000057365,0
ENSDARG00000074889,0
ENSDARG00000075183,0
ENSDARG00000042087,0
ENSDARG00000077696,0
ENSDARG00000062063,0
ENSDARG00000057322,0
ENSDARG00000043283,0
ENSDARG00000062025,0
ENSDARG00000062017,0
ENSDARG00000043281,0
ENSDARG00000061989,0
ENSDARG00000002642,0
ENSDARG00000057231,0
ENSDARG00000061976,0
ENSDARG00000043084,0
ENSDARG00000093978,0
ENSDARG00000013711,0
ENSDARG00000005989,0
ENSDARG00000014670,0
ENSDARG00000098592,0
ENSDARG00000074129,0
ENSDARG00000009390,0
ENSDARG00000100435,0
ENSDARG00000043130,0
ENSDARG00000013222,0
ENSDARG00000062889,0
ENSDARG00000058133,0
ENSDARG00000097027,0
ENSDARG00000088816,0
ENSDARG00000078434,0
ENSDARG00000015356,0
ENSDARG00000013575,0
ENSDARG00000004094,0
ENSDARG00000043185,0
ENSDARG00000097159,0
ENSDARG00000010347,0
ENSDARG00000075188,0
ENSDARG00000019113,0
ENSDARG00000015164,0
ENSDARG00000026986,0
ENSDARG00000021959,0
ENSDARG00000034056,0
ENSDARG00000032077,0
ENSDARG00000043210,0
ENSDARG00000003564,0
ENSDARG00000027676,0
ENSDARG00000015254,0
ENSDARG00000094281,0
ENSDARG00000019156,0
ENSDARG00000094336,0
ENSDARG00000069102,0
ENSDARG00000069100,0
ENSDARG00000069099,0
ENSDARG00000006074,0
ENSDARG00000038635,0
ENSDARG00000038618,0
ENSDARG00000023309,0
ENSDARG00000069093,0
ENSDARG00000069074,0
ENSDARG00000061741,0
ENSDARG00000038643,0
ENSDARG00000038655,0
ENSDARG00000103328,0
ENSDARG00000069014,0
ENSDARG00000009748,0
ENSDARG00000069009,0
ENSDARG00000053133,0
ENSDARG00000060361,0
ENSDARG00000053138,0
ENSDARG00000042456,0
ENSDARG00000068993,0
ENSDARG00000092892,0
ENSDARG00000068969,0
ENSDARG00000069696,0
ENSDARG00000008472,0
ENSDARG00000090577,0
ENSDARG00000074758,0
ENSDARG00000052455,0
ENSDARG00000102125,0
ENSDARG00000025108,0
ENSDARG00000094159,0
ENSDARG00000078052,0
ENSDARG00000079978,0
ENSDARG00000092039,0
ENSDARG00000042961,0
ENSDARG00000016447,0
ENSDARG00000022768,0
ENSDARG00000042954,0
ENSDARG00000042948,0
ENSDARG00000095724,0
ENSDARG00000027154,0
ENSDARG00000007682,0
ENSDARG00000017947,0
ENSDARG00000094197,0
ENSDARG00000074902,0
ENSDARG00000052402,0
ENSDARG00000042927,0
ENSDARG00000092373,0
ENSDARG00000095805,0
ENSDARG00000026799,0
ENSDARG00000042922,0
ENSDARG00000013607,0
ENSDARG00000026350,0
ENSDARG00000014587,0
ENSDARG00000052379,0
ENSDARG00000059646,0
ENSDARG00000075333,0
ENSDARG00000094451,0
ENSDARG00000009473,0
ENSDARG00000028295,0
ENSDARG00000068870,0
ENSDARG00000042905,0
ENSDARG00000078155,0
ENSDARG00000078917,0
ENSDARG00000034457,0
ENSDARG00000042899,0
ENSDARG00000068855,0
ENSDARG00000000857,0
ENSDARG00000073997,0
ENSDARG00000061466,0
ENSDARG00000068833,0
ENSDARG00000075694,0
ENSDARG00000039443,0
ENSDARG00000042816,0
ENSDARG00000076920,0
ENSDARG00000099701,0
ENSDARG00000090194,0
ENSDARG00000042807,0
ENSDARG00000073847,0
ENSDARG00000091086,0
ENSDARG00000056331,0
ENSDARG00000001621,0
ENSDARG00000061314,0
ENSDARG00000056252,0
ENSDARG00000000690,0
ENSDARG00000056268,0
ENSDARG00000079620,0
ENSDARG00000030644,0
ENSDARG00000029952,0
ENSDARG00000042533,0
ENSDARG00000088116,0
ENSDARG00000011553,0
ENSDARG00000075307,0
ENSDARG00000075793,0
ENSDARG00000019973,0
ENSDARG00000009901,0
ENSDARG00000042545,0
ENSDARG00000005015,0
ENSDARG00000097877,0
ENSDARG00000055753,0
ENSDARG00000055757,0
ENSDARG00000068641,0
ENSDARG00000055759,0
ENSDARG00000055763,0
ENSDARG00000094673,0
ENSDARG00000061023,0
ENSDARG00000039754,0
ENSDARG00000012848,0
ENSDARG00000006900,0
ENSDARG00000068602,0
ENSDARG00000055825,0
ENSDARG00000092715,0
ENSDARG00000078571,0
ENSDARG00000097292,0
ENSDARG00000055835,0
ENSDARG00000036820,0
ENSDARG00000033184,0
ENSDARG00000036818,0
ENSDARG00000010862,0
ENSDARG00000036811,0
ENSDARG00000055970,0
ENSDARG00000007560,0
ENSDARG00000011672,0
ENSDARG00000068575,0
ENSDARG00000076923,0
ENSDARG00000092035,0
ENSDARG00000016830,0
ENSDARG00000068572,0
ENSDARG00000018328,0
ENSDARG00000056065,0
ENSDARG00000061177,0
ENSDARG00000056090,0
ENSDARG00000056091,0
ENSDARG00000056101,0
ENSDARG00000061204,0
ENSDARG00000073900,0
ENSDARG00000012553,0
ENSDARG00000056111,0
ENSDARG00000003098,0
ENSDARG00000042708,0
ENSDARG00000007923,0
ENSDARG00000042717,0
ENSDARG00000100631,0
ENSDARG00000042725,0
ENSDARG00000042732,0
ENSDARG00000042737,0
ENSDARG00000079160,0
ENSDARG00000067544,0
ENSDARG00000069478,0
ENSDARG00000075919,0
ENSDARG00000055302,0
ENSDARG00000014041,0
ENSDARG00000024540,0
ENSDARG00000017681,0
ENSDARG00000060796,0
ENSDARG00000023287,0
ENSDARG00000097806,0
ENSDARG00000012403,0
ENSDARG00000016404,0
ENSDARG00000055232,0
ENSDARG00000068461,0
ENSDARG00000055225,0
ENSDARG00000004318,0
ENSDARG00000042485,0
ENSDARG00000060745,0
ENSDARG00000042329,0
ENSDARG00000006719,0
ENSDARG00000033706,0
ENSDARG00000011521,0
ENSDARG00000033871,0
ENSDARG00000077536,0
ENSDARG00000068409,0
ENSDARG00000060368,0
ENSDARG00000075425,0
ENSDARG00000019417,0
ENSDARG00000020926,0
ENSDARG00000068400,0
ENSDARG00000093549,0
ENSDARG00000054771,0
ENSDARG00000074170,0
ENSDARG00000054777,0
ENSDARG00000013063,0
ENSDARG00000060601,0
ENSDARG00000054224,0
ENSDARG00000031044,0
ENSDARG00000054199,0
ENSDARG00000040194,0
ENSDARG00000089418,0
ENSDARG00000042159,0
ENSDARG00000054186,0
ENSDARG00000079327,0
ENSDARG00000092658,0
ENSDARG00000078550,0
ENSDARG00000078152,0
ENSDARG00000068370,1
ENSDARG00000013492,0
ENSDARG00000068365,0
ENSDARG00000079478,0
ENSDARG00000094865,0
ENSDARG00000013615,0
ENSDARG00000090183,0
ENSDARG00000093481,0
ENSDARG00000099398,0
ENSDARG00000102759,0
ENSDARG00000101337,0
ENSDARG00000075277,0
ENSDARG00000102612,1
ENSDARG00000091241,0
ENSDARG00000076307,0
ENSDARG00000056279,0
ENSDARG00000041887,0
ENSDARG00000095046,0
ENSDARG00000029724,0
ENSDARG00000029612,0
ENSDARG00000077709,0
ENSDARG00000006124,0
ENSDARG00000008931,0
ENSDARG00000079934,0
ENSDARG00000068263,0
ENSDARG00000041853,0
ENSDARG00000078187,0
ENSDARG00000012929,0
ENSDARG00000053646,0
ENSDARG00000046124,0
ENSDARG00000076994,0
ENSDARG00000069956,0
ENSDARG00000037476,0
ENSDARG00000053878,0
ENSDARG00000060522,0
ENSDARG00000060518,0
ENSDARG00000054611,0
ENSDARG00000075565,0
ENSDARG00000010710,0
ENSDARG00000075480,0
ENSDARG00000086589,0
ENSDARG00000046143,0
ENSDARG00000022438,0
ENSDARG00000013795,0
ENSDARG00000094887,0
ENSDARG00000009470,0
ENSDARG00000046141,0
ENSDARG00000092626,0
ENSDARG00000009629,0
ENSDARG00000059630,0
ENSDARG00000059629,0
ENSDARG00000052045,0
ENSDARG00000074308,0
ENSDARG00000013302,0
ENSDARG00000008461,0
ENSDARG00000038300,0
ENSDARG00000036593,0
ENSDARG00000011515,0
ENSDARG00000002172,0
ENSDARG00000102070,1
ENSDARG00000099558,0
ENSDARG00000098108,0
ENSDARG00000102096,0
ENSDARG00000053575,0
ENSDARG00000103759,0
ENSDARG00000079932,0
ENSDARG00000079687,0
ENSDARG00000053452,0
ENSDARG00000005648,0
ENSDARG00000041720,0
ENSDARG00000008979,0
ENSDARG00000078536,0
ENSDARG00000093048,0
ENSDARG00000042723,0
ENSDARG00000053509,0
ENSDARG00000075349,0
ENSDARG00000034229,0
ENSDARG00000017365,0
ENSDARG00000029865,0
ENSDARG00000041750,0
ENSDARG00000023484,0
ENSDARG00000000966,0
ENSDARG00000100965,0
ENSDARG00000062518,0
ENSDARG00000001154,0
ENSDARG00000068217,0
ENSDARG00000041699,0
ENSDARG00000016056,0
ENSDARG00000043179,0
ENSDARG00000043177,0
ENSDARG00000078815,0
ENSDARG00000074742,0
ENSDARG00000006901,0
ENSDARG00000010933,0
ENSDARG00000032535,0
ENSDARG00000094890,0
ENSDARG00000092243,0
ENSDARG00000060065,0
ENSDARG00000002597,0
ENSDARG00000007323,0
ENSDARG00000073773,0
ENSDARG00000003527,0
ENSDARG00000075758,0
ENSDARG00000009212,0
ENSDARG00000034270,0
ENSDARG00000010070,0
ENSDARG00000041576,0
ENSDARG00000060029,0
ENSDARG00000094251,0
ENSDARG00000075332,0
ENSDARG00000053196,0
ENSDARG00000093188,0
ENSDARG00000079079,0
ENSDARG00000028275,0
ENSDARG00000018361,0
ENSDARG00000076857,0
ENSDARG00000087601,0
ENSDARG00000018653,0
ENSDARG00000076414,0
ENSDARG00000077114,0
ENSDARG00000004757,0
ENSDARG00000041530,0
ENSDARG00000053087,0
ENSDARG00000041511,0
ENSDARG00000059960,0
ENSDARG00000052606,0
ENSDARG00000101823,0
ENSDARG00000076566,0
ENSDARG00000073801,0
ENSDARG00000059746,0
ENSDARG00000079504,0
ENSDARG00000078324,0
ENSDARG00000032577,0
ENSDARG00000102529,0
ENSDARG00000090171,0
ENSDARG00000068149,0
ENSDARG00000009557,0
ENSDARG00000017953,0
ENSDARG00000012747,0
ENSDARG00000011855,0
ENSDARG00000025854,0
ENSDARG00000025858,0
ENSDARG00000022684,0
ENSDARG00000075375,0
ENSDARG00000015293,0
ENSDARG00000073996,0
ENSDARG00000036630,0
ENSDARG00000002230,0
ENSDARG00000068125,0
ENSDARG00000076250,0
ENSDARG00000059885,0
ENSDARG00000068123,0
ENSDARG00000041372,0
ENSDARG00000018914,0
ENSDARG00000041376,0
ENSDARG00000059897,0
ENSDARG00000105214,0
ENSDARG00000012378,0
ENSDARG00000086866,0
ENSDARG00000057465,0
ENSDARG00000025672,0
ENSDARG00000038422,0
ENSDARG00000073743,0
ENSDARG00000078280,0
ENSDARG00000021232,0
ENSDARG00000074828,0
ENSDARG00000081096,0
ENSDARG00000088388,0
ENSDARG00000099651,0
ENSDARG00000078399,0
ENSDARG00000068026,0
ENSDARG00000015887,0
ENSDARG00000007359,0
ENSDARG00000095922,0
ENSDARG00000021287,0
ENSDARG00000063159,0
ENSDARG00000036999,0
ENSDARG00000028071,0
ENSDARG00000029556,0
ENSDARG00000041362,0
ENSDARG00000041358,0
ENSDARG00000011027,0
ENSDARG00000041350,0
ENSDARG00000021209,0
ENSDARG00000088807,0
ENSDARG00000007329,0
ENSDARG00000079326,0
ENSDARG00000039229,0
ENSDARG00000039225,0
ENSDARG00000007369,0
ENSDARG00000015057,0
ENSDARG00000016016,0
ENSDARG00000016044,0
ENSDARG00000015657,0
ENSDARG00000102758,0
ENSDARG00000102075,0
ENSDARG00000102599,0
ENSDARG00000086906,0
ENSDARG00000099294,0
ENSDARG00000099985,0
ENSDARG00000098591,0
ENSDARG00000102778,0
ENSDARG00000103067,0
ENSDARG00000103176,0
ENSDARG00000101508,0
ENSDARG00000098215,0
ENSDARG00000100136,0
ENSDARG00000101589,0
ENSDARG00000100304,0
ENSDARG00000100823,0
ENSDARG00000013009,0
ENSDARG00000043079,0
ENSDARG00000102546,0
ENSDARG00000104462,0
ENSDARG00000070145,0
ENSDARG00000020982,0
ENSDARG00000104973,0
ENSDARG00000008703,0
ENSDARG00000103665,0
ENSDARG00000006990,0
ENSDARG00000076747,0
ENSDARG00000086057,0
ENSDARG00000100805,0
ENSDARG00000104618,0
ENSDARG00000100019,0
ENSDARG00000104448,0
ENSDARG00000104864,0
ENSDARG00000099352,0
ENSDARG00000098586,0
ENSDARG00000099928,0
ENSDARG00000102021,0
ENSDARG00000101676,0
ENSDARG00000104959,0
ENSDARG00000103671,0
ENSDARG00000077725,0
ENSDARG00000103933,0
ENSDARG00000098849,0
ENSDARG00000100954,0
ENSDARG00000079220,0
ENSDARG00000014717,0
ENSDARG00000059083,0
ENSDARG00000101066,0
ENSDARG00000099657,0
ENSDARG00000074636,0
ENSDARG00000003642,0
ENSDARG00000074927,0
ENSDARG00000027564,0
ENSDARG00000090013,0
ENSDARG00000090768,0
ENSDARG00000062248,0
ENSDARG00000075898,0
ENSDARG00000045956,0
ENSDARG00000008553,0
ENSDARG00000101660,0
ENSDARG00000033280,0
ENSDARG00000100786,0
ENSDARG00000101512,0
ENSDARG00000024160,0
ENSDARG00000013409,0
ENSDARG00000037995,0
ENSDARG00000074326,0
ENSDARG00000038000,0
ENSDARG00000005814,0
ENSDARG00000090946,0
ENSDARG00000094606,0
ENSDARG00000043799,0
ENSDARG00000043797,0
ENSDARG00000098141,0
ENSDARG00000040261,0
ENSDARG00000006877,0
ENSDARG00000102580,0
ENSDARG00000020443,0
ENSDARG00000089458,0
ENSDARG00000040258,0
ENSDARG00000086620,0
ENSDARG00000009949,0
ENSDARG00000101203,0
ENSDARG00000040255,0
ENSDARG00000006602,0
ENSDARG00000022841,0
ENSDARG00000088631,0
ENSDARG00000058775,0
ENSDARG00000076241,0
ENSDARG00000053062,0
ENSDARG00000044073,0
ENSDARG00000044072,0
ENSDARG00000032426,0
ENSDARG00000017687,0
ENSDARG00000075619,0
ENSDARG00000014599,0
ENSDARG00000089954,0
ENSDARG00000091821,0
ENSDARG00000011466,0
ENSDARG00000023058,0
ENSDARG00000058782,0
ENSDARG00000075533,0
ENSDARG00000079664,0
ENSDARG00000058853,0
ENSDARG00000029234,0
ENSDARG00000098320,0
ENSDARG00000095274,0
ENSDARG00000094098,0
ENSDARG00000075884,0
ENSDARG00000058561,0
ENSDARG00000091792,0
ENSDARG00000044038,0
ENSDARG00000027465,0
ENSDARG00000016161,0
ENSDARG00000063068,0
ENSDARG00000063056,0
ENSDARG00000044047,0
ENSDARG00000044056,0
ENSDARG00000086256,0
ENSDARG00000086418,0
ENSDARG00000044059,0
ENSDARG00000104283,0
ENSDARG00000058692,0
ENSDARG00000090072,0
ENSDARG00000044062,0
ENSDARG00000097920,0
ENSDARG00000019834,0
ENSDARG00000071294,0
ENSDARG00000030537,0
ENSDARG00000063190,0
ENSDARG00000077295,0
ENSDARG00000032553,0
ENSDARG00000071203,0
ENSDARG00000017272,0
ENSDARG00000058444,0
ENSDARG00000014106,0
ENSDARG00000063233,0
ENSDARG00000099745,0
ENSDARG00000102608,0
ENSDARG00000098367,0
ENSDARG00000104230,0
ENSDARG00000104125,0
ENSDARG00000102138,0
ENSDARG00000104845,0
ENSDARG00000005356,0
ENSDARG00000078784,0
ENSDARG00000103746,0
ENSDARG00000035546,0
ENSDARG00000002670,0
ENSDARG00000071259,0
ENSDARG00000044001,0
ENSDARG00000101635,0
ENSDARG00000097772,0
ENSDARG00000043865,0
ENSDARG00000043873,0
ENSDARG00000097666,0
ENSDARG00000086618,0
ENSDARG00000062785,0
ENSDARG00000015206,0
ENSDARG00000013343,0
ENSDARG00000058050,0
ENSDARG00000074756,0
ENSDARG00000086283,0
ENSDARG00000075766,0
ENSDARG00000091585,1
ENSDARG00000077530,0
ENSDARG00000029874,0
ENSDARG00000026166,0
ENSDARG00000043928,0
ENSDARG00000043932,0
ENSDARG00000043938,0
ENSDARG00000006235,0
ENSDARG00000076889,0
ENSDARG00000007693,0
ENSDARG00000019398,0
ENSDARG00000075057,0
ENSDARG00000043972,0
ENSDARG00000079636,0
ENSDARG00000075400,0
ENSDARG00000099973,0
ENSDARG00000100022,0
ENSDARG00000015638,0
ENSDARG00000015851,0
ENSDARG00000071230,0
ENSDARG00000098005,0
ENSDARG00000028581,0
ENSDARG00000028586,0
ENSDARG00000015059,0
ENSDARG00000074698,0
ENSDARG00000087443,0
ENSDARG00000101501,0
ENSDARG00000057681,0
ENSDARG00000009253,0
ENSDARG00000075707,0
ENSDARG00000011434,0
ENSDARG00000032256,0
ENSDARG00000045289,0
ENSDARG00000015228,0
ENSDARG00000075759,0
ENSDARG00000070453,0
ENSDARG00000015998,0
ENSDARG00000039892,0
ENSDARG00000057699,0
ENSDARG00000011370,0
ENSDARG00000008803,0
ENSDARG00000054753,0
ENSDARG00000001898,0
ENSDARG00000036569,0
ENSDARG00000057790,0
ENSDARG00000006279,0
ENSDARG00000023237,0
ENSDARG00000096867,0
ENSDARG00000097902,0
ENSDARG00000060113,0
ENSDARG00000079731,0
ENSDARG00000027082,0
ENSDARG00000073866,0
ENSDARG00000043740,0
ENSDARG00000012833,0
ENSDARG00000057452,0
ENSDARG00000043746,0
ENSDARG00000062561,0
ENSDARG00000097753,0
ENSDARG00000071164,0
ENSDARG00000018976,0
ENSDARG00000089691,0
ENSDARG00000005232,0
ENSDARG00000016513,0
ENSDARG00000062510,0
ENSDARG00000018006,0
ENSDARG00000016474,0
ENSDARG00000097299,0
ENSDARG00000059073,0
ENSDARG00000001129,0
ENSDARG00000010948,0
ENSDARG00000055445,0
ENSDARG00000056029,0
ENSDARG00000017569,0
ENSDARG00000016584,0
ENSDARG00000056057,0
ENSDARG00000071091,0
ENSDARG00000003706,0
ENSDARG00000071090,0
ENSDARG00000071082,0
ENSDARG00000022944,0
ENSDARG00000043275,0
ENSDARG00000091287,0
ENSDARG00000022832,0
ENSDARG00000056235,0
ENSDARG00000056250,0
ENSDARG00000061773,0
ENSDARG00000061758,0
ENSDARG00000074663,0
ENSDARG00000013926,0
ENSDARG00000043334,0
ENSDARG00000061736,0
ENSDARG00000087554,0
ENSDARG00000077979,0
ENSDARG00000061682,0
ENSDARG00000029107,0
ENSDARG00000008757,0
ENSDARG00000002021,0
ENSDARG00000071004,0
ENSDARG00000070603,0
ENSDARG00000039697,0
ENSDARG00000013443,0
ENSDARG00000021916,0
ENSDARG00000056535,0
ENSDARG00000070953,0
ENSDARG00000070955,0
ENSDARG00000056491,0
ENSDARG00000089050,0
ENSDARG00000030064,0
ENSDARG00000032831,0
ENSDARG00000043395,0
ENSDARG00000056659,0
ENSDARG00000009046,0
ENSDARG00000030094,0
ENSDARG00000062209,0
ENSDARG00000043406,0
ENSDARG00000056836,0
ENSDARG00000096871,0
ENSDARG00000056832,0
ENSDARG00000030957,0
ENSDARG00000074166,0
ENSDARG00000007918,0
ENSDARG00000056922,0
ENSDARG00000077864,0
ENSDARG00000078391,0
ENSDARG00000007204,0
ENSDARG00000038237,0
ENSDARG00000024873,0
ENSDARG00000040162,0
ENSDARG00000071005,0
ENSDARG00000071007,0
ENSDARG00000075263,0
ENSDARG00000071009,0
ENSDARG00000043562,0
ENSDARG00000008192,0
ENSDARG00000071018,0
ENSDARG00000071021,0
ENSDARG00000057058,0
ENSDARG00000057053,0
ENSDARG00000088699,0
ENSDARG00000071037,0
ENSDARG00000079857,0
ENSDARG00000063229,0
ENSDARG00000091902,0
ENSDARG00000043643,0
ENSDARG00000097512,0
ENSDARG00000094992,0
ENSDARG00000074590,0
ENSDARG00000008200,0
ENSDARG00000044083,0
ENSDARG00000071341,0
ENSDARG00000071347,0
ENSDARG00000063553,0
ENSDARG00000044090,0
ENSDARG00000044092,0
ENSDARG00000044093,0
ENSDARG00000094258,0
ENSDARG00000093070,0
ENSDARG00000071357,0
ENSDARG00000097964,0
ENSDARG00000044102,0
ENSDARG00000033616,0
ENSDARG00000063511,0
ENSDARG00000003940,0
ENSDARG00000074004,0
ENSDARG00000059131,0
ENSDARG00000097465,0
ENSDARG00000077264,0
ENSDARG00000075854,0
ENSDARG00000042866,0
ENSDARG00000021220,0
ENSDARG00000059226,0
ENSDARG00000002401,0
ENSDARG00000078130,0
ENSDARG00000059340,0
ENSDARG00000075525,0
ENSDARG00000077788,0
ENSDARG00000104958,0
ENSDARG00000103234,0
ENSDARG00000059259,0
ENSDARG00000059247,0
ENSDARG00000102525,0
ENSDARG00000001244,0
ENSDARG00000022995,0
ENSDARG00000031782,0
ENSDARG00000031366,0
ENSDARG00000032704,0
ENSDARG00000044134,0
ENSDARG00000044136,0
ENSDARG00000044153,0
ENSDARG00000096445,0
